product_id,name,img,subcategory,main_category,seller,price,discount,target_audience,extract_images
86,Pants 86,/fitted_images/86_extracted.png,Pants,Bottom Wear,FashionStore,1086,16,Unisex,86_extracted.png
87,Pants 87,/fitted_images/87_extracted.png,Pants,Bottom Wear,FashionStore,1087,17,Unisex,87_extracted.png
88,Pants 88,/fitted_images/88_extracted.png,Pants,Bottom Wear,FashionStore,1088,18,Unisex,88_extracted.png
89,Pants 89,/fitted_images/89_extracted.png,Pants,Bottom Wear,FashionStore,1089,19,Unisex,89_extracted.png
90,Pants 90,/fitted_images/90_extracted.png,Pants,Bottom Wear,FashionStore,1090,20,Unisex,90_extracted.png
91,Pants 91,/fitted_images/91_extracted.png,Pants,Bottom Wear,FashionStore,1091,21,Unisex,91_extracted.png
92,Pants 92,/fitted_images/92_extracted.png,Pants,Bottom Wear,FashionStore,1092,22,Unisex,92_extracted.png
93,Pants 93,/fitted_images/93_extracted.png,Pants,Bottom Wear,FashionStore,1093,23,Unisex,93_extracted.png
94,Pants 94,/fitted_images/94_extracted.png,Pants,Bottom Wear,FashionStore,1094,24,Unisex,94_extracted.png
95,Pants 95,/fitted_images/95_extracted.png,Pants,Bottom Wear,FashionStore,1095,25,Unisex,95_extracted.png
96,Pants 96,/fitted_images/96_extracted.png,Pants,Bottom Wear,FashionStore,1096,26,Unisex,96_extracted.png
97,Pants 97,/fitted_images/97_extracted.png,Pants,Bottom Wear,FashionStore,1097,27,Unisex,97_extracted.png
98,Pants 98,/fitted_images/98_extracted.png,Pants,Bottom Wear,FashionStore,1098,28,Unisex,98_extracted.png
99,Pants 99,/fitted_images/99_extracted.png,Pants,Bottom Wear,FashionStore,1099,29,Unisex,99_extracted.png
100,Pants 100,/fitted_images/100_extracted.png,Pants,Bottom Wear,FashionStore,1100,30,Unisex,100_extracted.png
101,Pants 101,/fitted_images/101_extracted.png,Pants,Bottom Wear,FashionStore,1101,31,Unisex,101_extracted.png
102,Pants 102,/fitted_images/102_extracted.png,Pants,Bottom Wear,FashionStore,1102,32,Unisex,102_extracted.png
103,Pants 103,/fitted_images/103_extracted.png,Pants,Bottom Wear,FashionStore,1103,33,Unisex,103_extracted.png
104,Pants 104,/fitted_images/104_extracted.png,Pants,Bottom Wear,FashionStore,1104,34,Unisex,104_extracted.png
105,Pants 105,/fitted_images/105_extracted.png,Pants,Bottom Wear,FashionStore,1105,35,Unisex,105_extracted.png
106,Pants 106,/fitted_images/106_extracted.png,Pants,Bottom Wear,FashionStore,1106,36,Unisex,106_extracted.png
107,Pants 107,/fitted_images/107_extracted.png,Pants,Bottom Wear,FashionStore,1107,37,Unisex,107_extracted.png
108,Pants 108,/fitted_images/108_extracted.png,Pants,Bottom Wear,FashionStore,1108,38,Unisex,108_extracted.png
109,Pants 109,/fitted_images/109_extracted.png,Pants,Bottom Wear,FashionStore,1109,39,Unisex,109_extracted.png
110,Pants 110,/fitted_images/110_extracted.png,Pants,Bottom Wear,FashionStore,1110,40,Unisex,110_extracted.png
111,Pants 111,/fitted_images/111_extracted.png,Pants,Bottom Wear,FashionStore,1111,41,Unisex,111_extracted.png
112,Pants 112,/fitted_images/112_extracted.png,Pants,Bottom Wear,FashionStore,1112,42,Unisex,112_extracted.png
113,Pants 113,/fitted_images/113_extracted.png,Pants,Bottom Wear,FashionStore,1113,43,Unisex,113_extracted.png
114,Pants 114,/fitted_images/114_extracted.png,Pants,Bottom Wear,FashionStore,1114,44,Unisex,114_extracted.png
115,Pants 115,/fitted_images/115_extracted.png,Pants,Bottom Wear,FashionStore,1115,45,Unisex,115_extracted.png
116,Pants 116,/fitted_images/116_extracted.png,Pants,Bottom Wear,FashionStore,1116,46,Unisex,116_extracted.png
117,Pants 117,/fitted_images/117_extracted.png,Pants,Bottom Wear,FashionStore,1117,47,Unisex,117_extracted.png
118,Pants 118,/fitted_images/118_extracted.png,Pants,Bottom Wear,FashionStore,1118,48,Unisex,118_extracted.png
119,Pants 119,/fitted_images/119_extracted.png,Pants,Bottom Wear,FashionStore,1119,49,Unisex,119_extracted.png
120,Pants 120,/fitted_images/120_extracted.png,Pants,Bottom Wear,FashionStore,1120,50,Unisex,120_extracted.png
121,Pants 121,/fitted_images/121_extracted.png,Pants,Bottom Wear,FashionStore,1121,51,Unisex,121_extracted.png
122,Pants 122,/fitted_images/122_extracted.png,Pants,Bottom Wear,FashionStore,1122,52,Unisex,122_extracted.png
123,Pants 123,/fitted_images/123_extracted.png,Pants,Bottom Wear,FashionStore,1123,53,Unisex,123_extracted.png
124,Pants 124,/fitted_images/124_extracted.png,Pants,Bottom Wear,FashionStore,1124,54,Unisex,124_extracted.png
125,Pants 125,/fitted_images/125_extracted.png,Pants,Bottom Wear,FashionStore,1125,55,Unisex,125_extracted.png
126,Pants 126,/fitted_images/126_extracted.png,Pants,Bottom Wear,FashionStore,1126,56,Unisex,126_extracted.png
127,Pants 127,/fitted_images/127_extracted.png,Pants,Bottom Wear,FashionStore,1127,57,Unisex,127_extracted.png
128,Pants 128,/fitted_images/128_extracted.png,Pants,Bottom Wear,FashionStore,1128,58,Unisex,128_extracted.png
129,Pants 129,/fitted_images/129_extracted.png,Pants,Bottom Wear,FashionStore,1129,59,Unisex,129_extracted.png
130,Pants 130,/fitted_images/130_extracted.png,Pants,Bottom Wear,FashionStore,1130,60,Unisex,130_extracted.png
131,Pants 131,/fitted_images/131_extracted.png,Pants,Bottom Wear,FashionStore,1131,61,Unisex,131_extracted.png
132,Pants 132,/fitted_images/132_extracted.png,Pants,Bottom Wear,FashionStore,1132,62,Unisex,132_extracted.png
133,Pants 133,/fitted_images/133_extracted.png,Pants,Bottom Wear,FashionStore,1133,63,Unisex,133_extracted.png
134,Pants 134,/fitted_images/134_extracted.png,Pants,Bottom Wear,FashionStore,1134,64,Unisex,134_extracted.png
135,Shorts 135,/fitted_images/135_extracted.png,Shorts,Bottom Wear,FashionStore,1135,65,Unisex,135_extracted.png
136,Shorts 136,/fitted_images/136_extracted.png,Shorts,Bottom Wear,FashionStore,1136,66,Unisex,136_extracted.png
137,Shorts 137,/fitted_images/137_extracted.png,Shorts,Bottom Wear,FashionStore,1137,67,Unisex,137_extracted.png
138,Shorts 138,/fitted_images/138_extracted.png,Shorts,Bottom Wear,FashionStore,1138,68,Unisex,138_extracted.png
139,Shorts 139,/fitted_images/139_extracted.png,Shorts,Bottom Wear,FashionStore,1139,69,Unisex,139_extracted.png
140,Shorts 140,/fitted_images/140_extracted.png,Shorts,Bottom Wear,FashionStore,1140,0,Unisex,140_extracted.png
141,Shorts 141,/fitted_images/141_extracted.png,Shorts,Bottom Wear,FashionStore,1141,1,Unisex,141_extracted.png
142,Shorts 142,/fitted_images/142_extracted.png,Shorts,Bottom Wear,FashionStore,1142,2,Unisex,142_extracted.png
143,Shorts 143,/fitted_images/143_extracted.png,Shorts,Bottom Wear,FashionStore,1143,3,Unisex,143_extracted.png
144,Shorts 144,/fitted_images/144_extracted.png,Shorts,Bottom Wear,FashionStore,1144,4,Unisex,144_extracted.png
145,Shorts 145,/fitted_images/145_extracted.png,Shorts,Bottom Wear,FashionStore,1145,5,Unisex,145_extracted.png
146,Shorts 146,/fitted_images/146_extracted.png,Shorts,Bottom Wear,FashionStore,1146,6,Unisex,146_extracted.png
147,Shorts 147,/fitted_images/147_extracted.png,Shorts,Bottom Wear,FashionStore,1147,7,Unisex,147_extracted.png
148,Shorts 148,/fitted_images/148_extracted.png,Shorts,Bottom Wear,FashionStore,1148,8,Unisex,148_extracted.png
149,Shorts 149,/fitted_images/149_extracted.png,Shorts,Bottom Wear,FashionStore,1149,9,Unisex,149_extracted.png
150,Shorts 150,/fitted_images/150_extracted.png,Shorts,Bottom Wear,FashionStore,1150,10,Unisex,150_extracted.png
151,Shorts 151,/fitted_images/151_extracted.png,Shorts,Bottom Wear,FashionStore,1151,11,Unisex,151_extracted.png
152,Shorts 152,/fitted_images/152_extracted.png,Shorts,Bottom Wear,FashionStore,1152,12,Unisex,152_extracted.png
153,Shorts 153,/fitted_images/153_extracted.png,Shorts,Bottom Wear,FashionStore,1153,13,Unisex,153_extracted.png
154,Shorts 154,/fitted_images/154_extracted.png,Shorts,Bottom Wear,FashionStore,1154,14,Unisex,154_extracted.png
155,Shorts 155,/fitted_images/155_extracted.png,Shorts,Bottom Wear,FashionStore,1155,15,Unisex,155_extracted.png
156,Shorts 156,/fitted_images/156_extracted.png,Shorts,Bottom Wear,FashionStore,1156,16,Unisex,156_extracted.png
157,Shorts 157,/fitted_images/157_extracted.png,Shorts,Bottom Wear,FashionStore,1157,17,Unisex,157_extracted.png
158,Shorts 158,/fitted_images/158_extracted.png,Shorts,Bottom Wear,FashionStore,1158,18,Unisex,158_extracted.png
159,Shorts 159,/fitted_images/159_extracted.png,Shorts,Bottom Wear,FashionStore,1159,19,Unisex,159_extracted.png
160,Shorts 160,/fitted_images/160_extracted.png,Shorts,Bottom Wear,FashionStore,1160,20,Unisex,160_extracted.png
161,Shorts 161,/fitted_images/161_extracted.png,Shorts,Bottom Wear,FashionStore,1161,21,Unisex,161_extracted.png
162,Shorts 162,/fitted_images/162_extracted.png,Shorts,Bottom Wear,FashionStore,1162,22,Unisex,162_extracted.png
163,Shorts 163,/fitted_images/163_extracted.png,Shorts,Bottom Wear,FashionStore,1163,23,Unisex,163_extracted.png
164,Shorts 164,/fitted_images/164_extracted.png,Shorts,Bottom Wear,FashionStore,1164,24,Unisex,164_extracted.png
165,Shorts 165,/fitted_images/165_extracted.png,Shorts,Bottom Wear,FashionStore,1165,25,Unisex,165_extracted.png
166,Shorts 166,/fitted_images/166_extracted.png,Shorts,Bottom Wear,FashionStore,1166,26,Unisex,166_extracted.png
167,Shorts 167,/fitted_images/167_extracted.png,Shorts,Bottom Wear,FashionStore,1167,27,Unisex,167_extracted.png
168,Shorts 168,/fitted_images/168_extracted.png,Shorts,Bottom Wear,FashionStore,1168,28,Unisex,168_extracted.png
169,Shorts 169,/fitted_images/169_extracted.png,Shorts,Bottom Wear,FashionStore,1169,29,Unisex,169_extracted.png
170,Shorts 170,/fitted_images/170_extracted.png,Shorts,Bottom Wear,FashionStore,1170,30,Unisex,170_extracted.png
171,Shorts 171,/fitted_images/171_extracted.png,Shorts,Bottom Wear,FashionStore,1171,31,Unisex,171_extracted.png
172,Shorts 172,/fitted_images/172_extracted.png,Shorts,Bottom Wear,FashionStore,1172,32,Unisex,172_extracted.png
173,Shorts 173,/fitted_images/173_extracted.png,Shorts,Bottom Wear,FashionStore,1173,33,Unisex,173_extracted.png
174,Shorts 174,/fitted_images/174_extracted.png,Shorts,Bottom Wear,FashionStore,1174,34,Unisex,174_extracted.png
175,Shorts 175,/fitted_images/175_extracted.png,Shorts,Bottom Wear,FashionStore,1175,35,Unisex,175_extracted.png
176,Shorts 176,/fitted_images/176_extracted.png,Shorts,Bottom Wear,FashionStore,1176,36,Unisex,176_extracted.png
177,Shorts 177,/fitted_images/177_extracted.png,Shorts,Bottom Wear,FashionStore,1177,37,Unisex,177_extracted.png
178,Shorts 178,/fitted_images/178_extracted.png,Shorts,Bottom Wear,FashionStore,1178,38,Unisex,178_extracted.png
179,Shorts 179,/fitted_images/179_extracted.png,Shorts,Bottom Wear,FashionStore,1179,39,Unisex,179_extracted.png
180,Shorts 180,/fitted_images/180_extracted.png,Shorts,Bottom Wear,FashionStore,1180,40,Unisex,180_extracted.png
181,Shorts 181,/fitted_images/181_extracted.png,Shorts,Bottom Wear,FashionStore,1181,41,Unisex,181_extracted.png
182,Shorts 182,/fitted_images/182_extracted.png,Shorts,Bottom Wear,FashionStore,1182,42,Unisex,182_extracted.png
183,Shorts 183,/fitted_images/183_extracted.png,Shorts,Bottom Wear,FashionStore,1183,43,Unisex,183_extracted.png
184,Shorts 184,/fitted_images/184_extracted.png,Shorts,Bottom Wear,FashionStore,1184,44,Unisex,184_extracted.png
185,Shorts 185,/fitted_images/185_extracted.png,Shorts,Bottom Wear,FashionStore,1185,45,Unisex,185_extracted.png
186,Shorts 186,/fitted_images/186_extracted.png,Shorts,Bottom Wear,FashionStore,1186,46,Unisex,186_extracted.png
187,Shorts 187,/fitted_images/187_extracted.png,Shorts,Bottom Wear,FashionStore,1187,47,Unisex,187_extracted.png
188,Shorts 188,/fitted_images/188_extracted.png,Shorts,Bottom Wear,FashionStore,1188,48,Unisex,188_extracted.png
189,Shorts 189,/fitted_images/189_extracted.png,Shorts,Bottom Wear,FashionStore,1189,49,Unisex,189_extracted.png
190,Shorts 190,/fitted_images/190_extracted.png,Shorts,Bottom Wear,FashionStore,1190,50,Unisex,190_extracted.png
191,Shorts 191,/fitted_images/191_extracted.png,Shorts,Bottom Wear,FashionStore,1191,51,Unisex,191_extracted.png
192,Shorts 192,/fitted_images/192_extracted.png,Shorts,Bottom Wear,FashionStore,1192,52,Unisex,192_extracted.png
193,Shorts 193,/fitted_images/193_extracted.png,Shorts,Bottom Wear,FashionStore,1193,53,Unisex,193_extracted.png
194,Shorts 194,/fitted_images/194_extracted.png,Shorts,Bottom Wear,FashionStore,1194,54,Unisex,194_extracted.png
195,Shorts 195,/fitted_images/195_extracted.png,Shorts,Bottom Wear,FashionStore,1195,55,Unisex,195_extracted.png
196,Shorts 196,/fitted_images/196_extracted.png,Shorts,Bottom Wear,FashionStore,1196,56,Unisex,196_extracted.png
197,Shorts 197,/fitted_images/197_extracted.png,Shorts,Bottom Wear,FashionStore,1197,57,Unisex,197_extracted.png
198,Shorts 198,/fitted_images/198_extracted.png,Shorts,Bottom Wear,FashionStore,1198,58,Unisex,198_extracted.png
199,Shorts 199,/fitted_images/199_extracted.png,Shorts,Bottom Wear,FashionStore,1199,59,Unisex,199_extracted.png
200,Shorts 200,/fitted_images/200_extracted.png,Shorts,Bottom Wear,FashionStore,1200,60,Unisex,200_extracted.png
201,Shorts 201,/fitted_images/201_extracted.png,Shorts,Bottom Wear,FashionStore,1201,61,Unisex,201_extracted.png
202,Dress 202,/fitted_images/202_extracted.png,Dress,Western Wear,FashionStore,1202,62,Unisex,202_extracted.png
203,Dress 203,/fitted_images/203_extracted.png,Dress,Western Wear,FashionStore,1203,63,Unisex,203_extracted.png
204,Dress 204,/fitted_images/204_extracted.png,Dress,Western Wear,FashionStore,1204,64,Unisex,204_extracted.png
205,Dress 205,/fitted_images/205_extracted.png,Dress,Western Wear,FashionStore,1205,65,Unisex,205_extracted.png
206,Dress 206,/fitted_images/206_extracted.png,Dress,Western Wear,FashionStore,1206,66,Unisex,206_extracted.png
207,Dress 207,/fitted_images/207_extracted.png,Dress,Western Wear,FashionStore,1207,67,Unisex,207_extracted.png
208,Dress 208,/fitted_images/208_extracted.png,Dress,Western Wear,FashionStore,1208,68,Unisex,208_extracted.png
209,Dress 209,/fitted_images/209_extracted.png,Dress,Western Wear,FashionStore,1209,69,Unisex,209_extracted.png
210,Dress 210,/fitted_images/210_extracted.png,Dress,Western Wear,FashionStore,1210,0,Unisex,210_extracted.png
211,Dress 211,/fitted_images/211_extracted.png,Dress,Western Wear,FashionStore,1211,1,Unisex,211_extracted.png
212,Dress 212,/fitted_images/212_extracted.png,Dress,Western Wear,FashionStore,1212,2,Unisex,212_extracted.png
213,Dress 213,/fitted_images/213_extracted.png,Dress,Western Wear,FashionStore,1213,3,Unisex,213_extracted.png
214,Dress 214,/fitted_images/214_extracted.png,Dress,Western Wear,FashionStore,1214,4,Unisex,214_extracted.png
215,Dress 215,/fitted_images/215_extracted.png,Dress,Western Wear,FashionStore,1215,5,Unisex,215_extracted.png
216,Dress 216,/fitted_images/216_extracted.png,Dress,Western Wear,FashionStore,1216,6,Unisex,216_extracted.png
217,Dress 217,/fitted_images/217_extracted.png,Dress,Western Wear,FashionStore,1217,7,Unisex,217_extracted.png
218,Dress 218,/fitted_images/218_extracted.png,Dress,Western Wear,FashionStore,1218,8,Unisex,218_extracted.png
219,Dress 219,/fitted_images/219_extracted.png,Dress,Western Wear,FashionStore,1219,9,Unisex,219_extracted.png
220,Dress 220,/fitted_images/220_extracted.png,Dress,Western Wear,FashionStore,1220,10,Unisex,220_extracted.png
221,Dress 221,/fitted_images/221_extracted.png,Dress,Western Wear,FashionStore,1221,11,Unisex,221_extracted.png
222,Dress 222,/fitted_images/222_extracted.png,Dress,Western Wear,FashionStore,1222,12,Unisex,222_extracted.png
223,Dress 223,/fitted_images/223_extracted.png,Dress,Western Wear,FashionStore,1223,13,Unisex,223_extracted.png
224,Dress 224,/fitted_images/224_extracted.png,Dress,Western Wear,FashionStore,1224,14,Unisex,224_extracted.png
225,Dress 225,/fitted_images/225_extracted.png,Dress,Western Wear,FashionStore,1225,15,Unisex,225_extracted.png
226,Dress 226,/fitted_images/226_extracted.png,Dress,Western Wear,FashionStore,1226,16,Unisex,226_extracted.png
227,Dress 227,/fitted_images/227_extracted.png,Dress,Western Wear,FashionStore,1227,17,Unisex,227_extracted.png
228,Dress 228,/fitted_images/228_extracted.png,Dress,Western Wear,FashionStore,1228,18,Unisex,228_extracted.png
229,Dress 229,/fitted_images/229_extracted.png,Dress,Western Wear,FashionStore,1229,19,Unisex,229_extracted.png
230,Dress 230,/fitted_images/230_extracted.png,Dress,Western Wear,FashionStore,1230,20,Unisex,230_extracted.png
231,Dress 231,/fitted_images/231_extracted.png,Dress,Western Wear,FashionStore,1231,21,Unisex,231_extracted.png
232,Dress 232,/fitted_images/232_extracted.png,Dress,Western Wear,FashionStore,1232,22,Unisex,232_extracted.png
233,Dress 233,/fitted_images/233_extracted.png,Dress,Western Wear,FashionStore,1233,23,Unisex,233_extracted.png
234,Dress 234,/fitted_images/234_extracted.png,Dress,Western Wear,FashionStore,1234,24,Unisex,234_extracted.png
